lang	itemid	wordnum	word	FullText	FullTextMarked	mhead0__zho
ch_s	5	166	印度	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， *印度*	11.048882484436035
ch_s	5	167	政府	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 *政府*	5.4413042068481445
ch_s	5	168	已	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 *已*	9.872820854187012
ch_s	5	169	承诺	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 *承诺*	9.30403995513916
ch_s	5	170	到	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 *到*	7.352730751037598
ch_s	5	171	二零二二	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 二零二二	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 *二零二二*	19.871340036392212
ch_s	5	172	年	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 二零二二 年	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 二零二二 *年*	6.113796234130859
ch_s	5	173	时，	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 二零二二 年 时，	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 二零二二 年 *时，*	7.915799140930176
ch_s	5	174	一次性	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 二零二二 年 时， 一次性	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 二零二二 年 时， *一次性*	13.124024868011475
ch_s	5	175	塑料	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 二零二二 年 时， 一次性 塑料	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 二零二二 年 时， 一次性 *塑料*	8.544687271118164
ch_s	5	176	制品	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 二零二二 年 时， 一次性 塑料 制品	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 二零二二 年 时， 一次性 塑料 *制品*	10.976304054260254
ch_s	5	177	将在	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 二零二二 年 时， 一次性 塑料 制品 将在	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 二零二二 年 时， 一次性 塑料 制品 *将在*	9.922669887542725
ch_s	5	178	印度	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 二零二二 年 时， 一次性 塑料 制品 将在 印度	自 一九七四 年 起， 联合国 将 每年 的 六月 五日 定为 世界 环境日， 以 作为 鼓励 全球 居民 提高 环保 意识 和 采取 环保 行动 的 主要 力量， 并 利用 此 一 重要 的 社会 运动， 提升 人们 对 海洋 污染、 人口 过 剩、 全球 暖化 等 新兴 环境 问题 的 认识。 如今， 全球 有 一百 多 个 国家 每年 都 参与 世界 环境日， 让 这个 活动 成为 向 公众 推广 理念 的 国际化 平台。 在 每 一年 的 世界 环境日， 全世界 的 各 大 公司、 非政府 组织、 各类 团体、 政府 和 社会 名流 都 会 根据 该 年 选定 的 新 主题， 积极 倡导 环境 议题。 以 二零一八 年 为 例， 该 年 世界 环境日 的 主题 是 「塑战 速决」， 目的 是 希望 能够 将 减 塑 行动 落实 在 每个 人 的 日常 生活 之中， 抛弃 图 一时 方便 的 习惯， 尽量 减少 使用 一次性 塑料 制品， 共同 来 对抗 塑料 制品 对 环境 造成 的 严重 后果 和 污染。 为 响应 此 运动， 印度 政府 已 承诺 到 二零二二 年 时， 一次性 塑料 制品 将在 *印度*	10.513784408569336
